originality,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2018,SCAN: Learning Hierarchical Compositional Visual Concepts,44,24,4,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,Accept (Poster),Accepted,5,6,7,6,good,ICLR_2018_182_paper.json,1,1,5,3,1,3,1,7,0,1,0,1,0,1,0,0,0,2,3,30,6,1,24,20,0,50,1,15,2,10,1,0,5,9,4,1,1,5,86,241,87,6,25,26,14,18,7
1,2020,FSNet: Compression of Deep Convolutional Neural Networks by Filter Summary,26,7,2,5,1,2,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_256_paper.json,0,0,5,1,2,0,0,6,0,3,0,2,1,0,0,0,0,0,3,23,8,0,23,31,0,39,2,8,2,4,0,0,3,1,4,1,2,1,53,182,14,1,2,4,6,1,0
1,2019,Identifying and Controlling Important Neurons in Neural Machine Translation,38,18,8,1,2,2,3,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,10,6,7.67,good,ICLR_2019_176_paper.json,1,1,3,0,2,2,2,3,2,0,1,1,0,0,2,0,3,0,1,24,0,1,30,5,0,56,3,8,9,10,2,1,0,2,3,0,6,1,35,172,110,3,24,32,34,19,15
1,2020,Self-Supervised Learning of Appliance Usage,46,10,2,0,4,1,5,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_329_paper.json,0,0,1,2,3,2,0,1,0,0,0,4,1,1,0,0,2,0,4,21,2,3,11,7,1,73,1,23,1,9,1,2,1,4,0,1,7,4,58,209,5,0,0,3,1,1,1
0,2019,RotDCF: Decomposition of Convolutional Filters for Rotation-Equivariant Deep Networks,42,8,8,1,4,2,0,0,12,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_162_paper.json,0,0,1,4,2,1,2,2,0,0,0,9,3,0,2,0,0,1,10,37,0,0,20,8,1,19,1,8,1,7,0,2,8,0,4,0,0,1,101,181,32,1,6,9,10,6,3
1,2020,Curriculum Loss: Robust Learning and Generalization  against Label Corruption,34,13,1,3,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_302_paper.json,0,0,4,0,0,3,1,6,0,0,0,5,2,1,2,0,0,0,6,30,3,1,37,10,3,52,0,8,4,20,1,1,5,1,6,2,1,2,79,236,91,0,2,20,43,29,11
1,2019,Improving the Generalization of Adversarial Training with Domain Adaptation,26,10,6,4,1,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_367_paper.json,2,0,4,0,0,1,0,2,1,0,0,5,4,0,3,0,1,1,2,26,2,1,23,6,1,31,0,14,1,7,0,3,0,3,9,1,1,0,23,126,98,1,25,30,28,16,1
0,2020,Beyond Linearization: On Quadratic and Higher-Order Approximation of Wide Neural Networks,61,36,36,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_331_paper.json,0,0,3,0,3,3,0,1,0,0,0,5,1,0,3,0,1,0,11,31,0,4,18,3,1,84,4,7,1,4,1,0,0,0,2,1,3,0,128,261,77,0,2,34,21,22,9
1,2019,Selfless Sequential Learning,48,12,12,0,6,1,0,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_106_paper.json,1,0,4,3,1,1,1,11,0,1,0,12,1,0,1,0,3,2,4,46,3,0,30,5,1,42,3,20,1,11,1,1,5,1,2,1,5,1,34,167,86,3,17,23,24,22,6
0,2017,Lossy Image Compression with Compressive Autoencoders,33,18,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Accept (Poster),Accepted,8,7,5,6.67,good,ICLR_2017_91_paper.json,0,1,5,1,0,3,1,6,0,4,0,3,2,0,0,1,2,4,5,38,0,0,12,8,2,36,0,7,1,5,1,0,0,0,1,0,1,5,36,115,716,90,135,182,151,161,51
0,2019,Dynamic Channel Pruning: Feature Boosting and Suppression,42,23,0,3,9,3,0,4,8,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_73_paper.json,1,0,0,2,3,2,3,5,0,1,0,18,0,0,3,0,1,0,3,42,2,0,25,8,2,24,0,9,1,10,0,1,3,0,1,0,0,1,31,118,208,3,32,56,61,62,23
0,2020,Mirror-Generative Neural Machine Translation,37,10,2,5,3,2,3,0,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_652_paper.json,1,0,3,6,2,2,5,7,0,0,0,6,2,1,1,1,5,0,3,45,4,1,32,12,0,26,2,15,2,12,4,1,4,2,0,0,3,1,44,165,16,0,0,6,7,3,2
1,2019,StrokeNet: A Neural Painting Environment,27,7,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,8,7,good,ICLR_2019_204_paper.json,0,0,1,1,0,2,0,2,0,0,0,2,0,0,0,0,1,1,3,13,1,0,15,11,2,27,3,13,1,2,2,0,0,2,1,0,1,1,37,119,57,0,14,14,17,13,3
0,2019,Relaxed Quantization for Discretized Neural Networks,42,24,21,3,3,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_236_paper.json,0,0,0,2,1,4,2,6,0,0,1,11,4,0,3,1,1,1,5,42,2,1,26,17,1,41,2,16,0,2,4,1,2,1,0,2,5,1,42,166,113,0,22,39,27,28,8
0,2020,Controlling generative models with continuous factors of variations,32,8,17,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_325_paper.json,0,0,2,1,1,3,2,5,1,0,0,8,1,1,3,0,0,2,4,34,0,2,26,6,1,54,0,10,1,9,0,1,0,3,1,0,2,3,54,173,92,0,0,14,41,37,11
1,2020,Stochastic Conditional Generative Networks with Basis Decomposition,31,9,6,0,8,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_172_paper.json,1,0,2,2,3,2,2,5,0,0,0,14,1,2,2,0,0,1,4,41,0,3,16,12,1,39,0,11,2,12,0,0,0,1,4,0,0,0,39,140,14,0,2,2,9,1,0
1,2018,Graph Attention Networks,42,19,9,5,5,4,0,0,2,0,0,0,0,0,0,0,1,1,1,2,0,0,0,3,Accept (Poster),Accepted,6,7,5,6,good,ICLR_2018_48_paper.json,0,0,3,2,0,2,1,9,1,0,1,8,2,0,0,0,4,0,5,38,1,2,9,5,2,14,2,10,3,12,1,2,0,2,0,0,2,2,35,104,7414,0,0,0,0,0,1000
0,2019,Efficient Lifelong Learning with A-GEM,30,18,5,1,2,2,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_218_paper.json,6,0,3,2,4,4,1,3,0,0,0,3,1,0,0,0,0,0,2,29,5,3,30,13,0,32,3,6,2,11,0,1,1,0,0,5,1,0,50,163,676,3,64,143,214,277,110
0,2018,Mixed Precision Training,28,13,9,0,4,4,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,5,7,6.67,good,ICLR_2018_54_paper.json,0,0,1,0,1,1,0,1,0,0,0,5,2,1,1,0,0,0,5,18,0,0,23,8,0,13,0,9,1,3,1,1,0,0,1,1,0,2,33,96,923,51,141,184,234,259,123
0,2020,Behaviour Suite for Reinforcement Learning,53,6,5,1,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,Accept (Spotlight),Accepted,8,6,3,5.67,good,ICLR_2020_591_paper.json,3,0,10,4,6,2,0,6,0,0,2,0,0,0,0,0,1,0,2,36,5,4,50,12,2,48,3,12,5,5,10,3,1,2,2,1,2,1,15,183,113,0,17,37,35,25,13
1,2020,DeepV2D: Video to Depth with Differentiable Structure from Motion,58,14,4,0,1,0,0,6,20,0,0,0,7,1,0,0,0,0,0,5,0,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_217_paper.json,3,0,3,7,3,1,1,14,0,2,0,5,0,1,0,0,3,1,6,50,2,2,9,9,2,50,3,22,3,12,0,1,1,3,0,2,4,4,39,168,102,0,8,16,36,44,20
1,2020,Physics-aware Difference Graph Networks for Sparsely-Observed Dynamics,27,10,7,4,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Accept (Poster),Accepted,6,8,8,7.33,good,ICLR_2020_313_paper.json,0,0,2,1,0,3,1,3,0,0,0,4,0,1,2,0,1,0,9,27,1,0,23,5,2,25,1,21,4,15,0,1,1,0,1,1,1,1,51,154,34,0,0,9,16,13,2
1,2017,Learning to Play in a Day: Faster Deep Reinforcement Learning by Optimality Tightening,27,10,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,9,4,9,7.33,good,ICLR_2017_151_paper.json,1,0,3,4,3,1,5,3,1,3,0,1,0,1,1,0,0,0,3,30,2,1,15,4,1,42,0,9,1,11,5,0,0,1,1,1,2,1,42,139,74,16,14,13,13,6,0
0,2017,PixelCNN++: Improving the PixelCNN with Discretized Logistic Mixture Likelihood and Other Modifications,21,14,8,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,9,7,7.33,good,ICLR_2017_35_paper.json,2,0,1,1,0,0,1,0,2,0,0,2,0,0,0,0,1,3,3,16,0,1,13,2,0,24,0,10,4,6,0,0,0,2,0,0,4,2,13,81,683,78,125,157,149,147,46
1,2019,Tree-Structured Recurrent Switching Linear Dynamical Systems for Multi-Scale Modeling,27,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_237_paper.json,2,0,3,1,1,4,0,6,0,0,0,3,0,2,0,0,1,1,2,26,3,3,16,12,1,42,2,7,1,6,0,0,1,1,0,0,2,2,74,173,51,1,9,12,19,9,3
0,2020,VideoFlow: A Conditional Flow-Based Model for Stochastic Video Generation,55,9,19,3,12,4,1,2,2,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_91_paper.json,0,1,2,0,3,5,3,7,1,1,1,2,2,1,0,0,5,0,3,37,1,0,17,2,0,61,0,24,2,19,6,2,0,2,0,0,1,0,24,161,104,0,20,27,33,25,4
1,2020,Few-shot Text Classification with Distributional Signatures,54,22,14,2,4,3,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,Accept (Poster),Accepted,6,1,3,3.33,poor,ICLR_2020_88_paper.json,4,0,4,3,1,6,3,9,1,0,0,2,2,0,0,0,0,1,4,40,5,0,12,11,0,62,4,29,4,20,0,0,0,0,0,1,2,4,52,206,94,0,2,19,38,45,12
0,2019,Hindsight policy gradients,52,16,4,4,5,9,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_87_paper.json,2,0,4,5,2,2,2,0,0,0,0,2,1,0,0,0,2,1,5,28,6,2,39,17,0,25,2,3,2,6,2,0,5,2,3,1,3,5,123,246,3,4,18,8,12,8,2
0,2019,Opportunistic Learning: Budgeted Cost-Sensitive Learning from Data Streams,33,7,9,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_285_paper.json,0,2,3,1,4,1,1,5,0,1,0,1,1,0,0,0,1,2,2,25,2,1,23,7,0,41,1,14,3,9,0,0,3,0,2,0,0,1,40,147,20,0,8,5,3,7,2
1,2019,Visual Explanation by Interpretation: Improving Visual Feedback Capabilities of Deep Neural Networks,33,12,0,3,2,3,0,1,7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,5,4,5.67,good,ICLR_2019_178_paper.json,0,1,3,2,2,3,3,9,1,1,0,10,0,0,3,1,3,0,1,43,0,2,23,6,1,75,4,14,8,16,2,0,0,1,3,0,6,3,45,209,44,3,12,11,9,8,6
1,2018,Emergent Communication through Negotiation,44,13,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Accept (Poster),Accepted,6,7,5,6,good,ICLR_2018_139_paper.json,0,1,9,3,0,1,0,1,0,2,0,2,0,0,3,0,0,0,4,26,1,1,29,8,0,42,2,8,0,3,1,3,0,0,0,1,1,1,39,140,112,9,26,32,31,16,8
0,2019,Von Mises-Fisher Loss for Training Sequence to Sequence Models with Continuous Outputs,43,10,2,3,4,0,0,0,0,4,13,3,0,0,1,0,2,0,1,0,1,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_433_paper.json,1,0,3,1,0,1,0,8,1,1,0,6,1,2,0,0,0,0,5,30,2,1,25,7,1,26,0,16,3,14,3,1,1,0,0,1,1,4,48,154,59,0,15,19,14,12,3
0,2020,Program Guided Agent,96,45,5,20,16,8,2,0,6,0,11,3,0,0,0,2,0,0,1,0,0,0,0,0,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_533_paper.json,0,0,1,2,2,0,2,1,0,0,0,8,0,0,0,0,1,3,3,23,3,0,29,30,2,67,5,18,4,7,2,1,2,0,1,0,3,3,83,260,26,0,0,2,14,12,5
1,2020,Query2box: Reasoning over Knowledge Graphs in Vector Space Using Box Embeddings,33,6,2,8,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_351_paper.json,0,0,2,3,2,5,2,4,1,0,0,0,0,0,1,0,2,2,4,28,4,4,18,9,0,77,6,17,1,18,1,0,2,1,1,0,2,2,49,212,124,0,0,26,42,63,35
0,2018,Mitigating Adversarial Effects Through Randomization,31,22,9,6,2,1,1,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_234_paper.json,1,0,3,0,0,0,0,4,2,3,0,9,3,0,0,0,1,1,7,34,0,0,22,6,1,22,3,11,0,10,0,0,3,1,0,1,1,2,42,125,718,82,155,178,188,137,57
0,2019,Analysing Mathematical Reasoning Abilities of Neural Models,29,9,13,0,2,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_161_paper.json,1,0,5,1,0,3,0,5,1,0,2,5,1,1,2,0,0,0,2,29,1,3,35,7,4,24,0,7,2,2,5,0,0,1,1,0,3,4,55,154,216,0,20,54,75,67,30
1,2020,RNNs Incrementally Evolving on an Equilibrium Manifold: A Panacea for Vanishing and Exploding Gradients?,42,10,9,1,8,9,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_273_paper.json,3,0,5,1,1,4,6,4,0,0,0,8,1,2,4,0,2,0,11,52,3,1,28,4,0,57,1,11,3,19,0,2,0,0,3,3,4,3,84,226,34,0,0,3,19,14,2
1,2018,Minimax Curriculum Learning: Machine Teaching with Desirable Difficulties and Scheduled Diversity,67,7,1,0,10,9,5,0,2,0,1,0,1,0,1,0,2,0,0,1,0,0,0,3,Accept (Poster),Accepted,5,6,6,5.67,good,ICLR_2018_49_paper.json,1,0,5,6,3,1,0,4,1,0,0,4,0,0,0,0,1,0,5,31,3,4,37,26,1,54,1,12,1,4,1,2,0,1,2,1,1,1,108,260,35,6,3,4,14,8,5
1,2018,Learning Awareness Models,60,26,12,1,8,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,4,4,5,good,ICLR_2018_269_paper.json,0,0,1,1,3,3,1,6,1,0,0,2,1,0,1,0,3,1,0,24,1,1,15,21,0,50,5,31,1,11,2,3,0,0,2,0,3,4,49,199,37,4,8,11,8,5,1
0,2020,Frequency-based Search-control in Dyna,40,6,0,3,4,6,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_310_paper.json,3,0,1,4,0,1,3,3,2,1,0,6,1,0,0,0,3,0,4,32,2,4,29,15,1,58,7,22,1,9,2,2,0,1,0,1,5,4,78,241,8,0,1,3,2,3,1
1,2019,The Limitations of Adversarial Training and the Blind-Spot Attack,44,35,20,2,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_262_paper.json,0,0,4,1,3,2,0,6,0,1,0,5,5,0,5,0,0,2,2,36,0,0,29,3,1,35,2,20,0,5,0,0,0,5,0,0,2,2,17,121,98,3,21,24,28,25,6
0,2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,53,16,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_32_paper.json,8,0,4,7,2,1,0,3,0,1,0,5,1,0,0,0,1,0,8,41,4,3,29,21,3,56,2,13,1,6,2,4,0,5,1,2,1,1,85,239,85,15,20,22,17,9,2
0,2018,Emergence of grid-like representations by training recurrent neural networks to perform spatial localization,61,14,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,1,Accept (Poster),Accepted,8,9,8,8.33,good,ICLR_2018_185_paper.json,1,1,9,0,3,4,2,1,0,2,0,1,0,0,2,0,3,2,4,35,0,2,25,1,1,39,2,1,1,9,3,0,0,0,2,0,1,2,39,128,139,21,33,30,22,34,13
1,2017,Frustratingly Short Attention Spans in Neural Language Modeling,35,25,12,5,3,2,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_118_paper.json,0,0,3,3,1,0,2,3,0,1,0,5,1,0,0,0,1,0,4,24,1,0,6,3,1,17,2,5,2,9,2,0,0,2,2,0,0,4,18,74,91,27,17,13,8,10,2
1,2020,DeepHoyer: Learning Sparser Neural Network with Differentiable Scale-Invariant Sparsity Measures,57,19,12,1,9,3,0,3,6,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_16_paper.json,2,0,9,5,4,1,1,6,0,2,0,7,2,0,0,1,0,0,2,42,1,2,16,15,2,18,3,16,3,10,0,0,8,1,8,0,1,1,43,148,45,0,3,11,20,18,13
1,2020,Curriculum Loss: Robust Learning and Generalization  against Label Corruption,34,13,1,3,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_302_paper.json,0,0,4,0,0,3,1,6,0,0,0,5,2,1,2,0,0,0,6,30,3,1,37,10,3,52,0,8,4,20,1,1,5,1,6,2,1,2,79,236,91,0,2,20,43,29,11
0,2020,Improving Neural Language Generation with Spectrum Control,45,25,3,7,4,6,0,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_243_paper.json,1,0,2,1,2,5,12,10,0,5,1,10,0,1,1,0,1,0,6,58,1,0,9,1,3,49,6,10,0,19,0,3,3,0,1,0,0,1,34,140,37,0,0,6,14,18,7
0,2017,Frustratingly Short Attention Spans in Neural Language Modeling,35,25,12,5,3,2,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_118_paper.json,0,0,3,3,1,0,2,3,0,1,0,5,1,0,0,0,1,0,4,24,1,0,6,3,1,17,2,5,2,9,2,0,0,2,2,0,0,4,18,74,91,27,17,13,8,10,2
1,2019,The Laplacian in RL: Learning Representations with Efficient Approximations,32,14,9,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_198_paper.json,0,0,6,0,2,2,1,4,0,0,1,4,0,0,2,0,1,0,1,24,6,3,26,7,1,54,2,25,1,18,1,1,0,1,0,1,0,1,77,225,47,1,6,8,12,20,4
1,2018,Temporal Difference Models: Model-Free Deep RL for Model-Based Control,33,16,10,1,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,Accept (Poster),Accepted,7,4,7,6,good,ICLR_2018_299_paper.json,0,0,5,5,3,7,0,4,1,0,0,3,1,0,1,0,1,1,5,37,1,2,25,10,1,47,1,14,1,14,5,0,2,1,0,2,6,3,54,189,187,33,40,37,49,30,10
0,2020,PairNorm: Tackling Oversmoothing in GNNs,16,7,1,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,3,,5.5,good,ICLR_2020_322_paper.json,0,0,2,0,1,2,0,6,0,0,0,5,0,0,1,0,1,0,1,19,4,1,36,6,0,51,1,5,2,7,2,0,2,0,0,1,2,0,55,175,252,0,2,62,87,118,52
1,2019,Dynamically Unfolding Recurrent Restorer: A Moving Endpoint Control Method for Image Restoration,43,11,2,0,1,1,0,2,5,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_317_paper.json,0,0,2,2,0,1,2,4,0,0,0,5,3,1,1,0,0,0,1,22,1,2,13,7,3,22,4,9,0,7,0,1,2,1,5,1,0,2,35,115,40,1,18,12,9,3,1
0,2017,Towards the Limit of Network Quantization,41,18,14,0,8,1,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_165_paper.json,2,2,3,1,1,1,1,5,0,1,0,5,1,0,2,0,2,1,0,28,4,1,26,10,1,58,1,7,1,7,0,2,0,1,0,0,0,2,33,154,147,26,30,30,32,26,6
0,2019,Learning to Adapt in Dynamic Real-World Environments through Meta-Reinforcement Learning,58,19,12,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,1,Accept (Poster),Accepted,7,7,2,5.33,good,ICLR_2019_277_paper.json,0,0,4,2,2,2,0,5,0,3,0,3,1,0,2,0,1,0,2,27,1,1,21,18,0,56,2,18,1,13,3,1,2,1,0,0,3,1,28,170,336,7,42,93,107,102,28
1,2018,Active Learning for Convolutional Neural Networks: A Core-Set Approach,49,6,1,0,8,8,0,2,3,0,1,1,0,1,0,0,0,0,2,1,1,0,0,4,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_257_paper.json,1,0,3,3,1,4,2,7,0,1,0,3,1,0,2,0,2,1,7,38,5,0,23,10,2,45,3,17,1,13,1,1,0,6,0,0,4,6,28,165,905,2,66,192,281,320,138
1,2020,At Stability's Edge: How to Adjust Hyperparameters to Preserve Minima Selection in Asynchronous Training of Neural Networks?,31,11,8,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_620_paper.json,1,0,3,1,2,2,1,1,0,0,0,6,0,0,6,0,1,0,2,26,1,1,22,8,1,101,1,14,8,12,1,0,2,1,4,0,4,6,70,257,16,0,0,4,6,6,1
1,2019,Backpropamine: training self-modifying neural networks with differentiable neuromodulated plasticity,48,12,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,Accept (Poster),Accepted,5,4,9,6,good,ICLR_2019_408_paper.json,0,2,6,8,0,2,2,3,1,1,0,0,0,0,1,0,1,1,12,40,4,2,23,14,4,19,1,1,8,2,4,0,1,0,2,0,1,2,59,147,66,1,11,21,20,14,7
0,2020,Robust Subspace Recovery Layer for Unsupervised Anomaly Detection,53,12,4,1,5,5,0,2,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,Accept (Poster),Accepted,8,6,8,7.33,good,ICLR_2020_519_paper.json,2,1,7,2,0,4,1,6,0,0,0,8,0,0,1,0,1,2,7,42,15,1,42,12,0,88,4,18,4,9,2,4,2,7,9,4,8,2,129,360,32,0,0,1,16,17,3
1,2020,Identity Crisis: Memorization and Generalization Under Extreme Overparameterization,40,21,10,6,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_185_paper.json,0,0,5,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,3,4,64,9,1,69,1,12,1,7,1,2,3,2,5,1,8,3,127,323,56,1,15,21,12,10,3
1,2019,Sparse Dictionary Learning by Dynamical Neural Networks,51,17,6,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,Accept (Poster),Accepted,6,9,8,7.67,good,ICLR_2019_37_paper.json,1,1,5,3,1,1,0,2,1,0,0,4,2,1,5,0,3,1,4,35,5,2,29,14,1,51,0,5,2,9,1,1,1,1,0,0,1,1,88,212,4,0,0,1,2,2,1
0,2020,Pad̩ Activation Units: End-to-end Learning of Flexible Activation Functions in Deep Networks,37,10,3,7,2,3,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_365_paper.json,1,0,2,3,2,2,3,3,0,0,0,4,0,0,0,1,0,1,7,29,2,5,32,6,0,34,1,16,2,6,1,1,2,0,0,0,0,3,22,133,41,0,1,11,18,12,4
1,2019,Deep Decoder: Concise Image Representations from Untrained Non-convolutional Networks,23,11,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,Accept (Poster),Accepted,7,8,8,7.67,good,ICLR_2019_495_paper.json,0,0,5,2,0,1,1,1,0,0,0,0,1,0,0,0,1,2,3,17,4,1,39,6,3,50,3,8,0,6,0,0,5,1,1,0,3,2,66,198,163,2,31,47,45,41,24
0,2020,Probability Calibration for Knowledge Graph Embedding Models,43,13,5,1,3,6,5,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_399_paper.json,2,0,2,2,2,0,3,3,0,0,0,4,1,0,1,0,0,1,5,26,5,2,23,7,0,27,2,9,1,9,0,2,1,1,0,1,1,2,29,122,23,0,0,10,6,9,6
